RDM_NAME_NM,RDM_CODE_CD,MEDDRA_TERM,ACRONYM,ISACTIVE,CREATED_BY,CREATE_DATE_TS,UPDATED_BY,LAST_UPDATE_DATE_TS,SOURCE_SYSTEM
Hypertrophic cardiomyopathy-10020871,10020871,Hypertrophic cardiomyopathy,HCM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Hyperuricaemia-10020903,10020903,Hyperuricaemia,KURC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Hyponatraemia-10021036,10021036,Hyponatraemia,DILHYP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_HYPONATREMIA-10021038(Do Not Use),10021038,HYPONATREMIA,DILHYP-IV,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Idiopathic pulmonary fibrosis-10021240,10021240,Idiopathic pulmonary fibrosis,IPF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Idiopathic urticaria-10021247(Do Not Use),10021247,Idiopathic urticaria,IU,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
IgA nephropathy-10021263,10021263,IgA nephropathy,IGANP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Immunisation-10021430,10021430,Immunisation,VAC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Impaired healing-10021519(Do Not Use),10021519,Impaired healing,IMPH,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_INCOMPLETE BLADDER EMPTYING-10021635(Do Not Use),10021635,INCOMPLETE BLADDER EMPTYING,VDPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Infantile spasms-10021750,10021750,Infantile spasms,IS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Infection-10021789,10021789,Infection,ISD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Infection parasitic-10021857,10021857,Infection parasitic,PRCID,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Inflammatory bowel disease-10021972,10021972,Inflammatory bowel disease,IBD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Influenza-10022000,10022000,Influenza,INF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Injury-10022116(Do Not Use),10022116,Injury,INJ,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Insomnia-10022437(Do Not Use),10022437,Insomnia,INS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Intermittent claudication-10022562,10022562,Intermittent claudication,IC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Interstitial lung disease-10022611,10022611,Interstitial lung disease,ILD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Irritable bowel syndrome-10023003,10023003,Irritable bowel syndrome,IBS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Kidney fibrosis-10023421,10023421,Kidney fibrosis,KF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Kidney infection-10023424(Do Not Use),10023424,Kidney infection,KINF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Krabbe's disease-10023492,10023492,Krabbe's disease,KRABBE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Leishmaniasis-10024198,10024198,Leishmaniasis,LSHM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lesch-Nyhan syndrome-10024245,10024245,Lesch-Nyhan syndrome,LNS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Leukaemic lymphoma-10024325,10024325,Leukaemic lymphoma,KLUL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Leukemia-10024329,10024329,Leukemia,KLEUK,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Leukodystrophy-10024381,10024381,Leukodystrophy,LK,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Abdominal adhesions-10000050,10000050,Abdominal adhesions,ABADS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Abnormal loss of weight-10000159(Do Not Use),10000159,Abnormal loss of weight,WEIALOSS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acne-10000496,10000496,Acne,ACNE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acquired immunodeficiency syndrome-10000565,10000565,Acquired immunodeficiency syndrome,AIDS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acute lymphoblastic leukemia-10000845,10000845,Acute lymphoblastic leukemia,KALL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acute myeloid leukaemia-10000880,10000880,Acute myeloid leukaemia,KAML,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acute myocardial infarction-10000891,10000891,Acute myocardial infarction,AMI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Acute psychosis-10001022(Do Not Use),10001022,Acute psychosis,PSYA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Affective disorder-10001443(Do Not Use),10001443,Affective disorder,MOODD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_African trypanosomiasis-10001461(Do Not Use),10001461,African trypanosomiasis,ATRPN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Alopecia areata-10001761,10001761,Alopecia areata,AA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Alport's syndrome-10001843,10001843,Alport's syndrome,ALPS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Alzheimer's disease-10001896,10001896,Alzheimer's disease,AD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Amyloidosis-10002022,10002022,Amyloidosis,AMYL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Amyotrophic lateral sclerosis-10002026,10002026,Amyotrophic lateral sclerosis,ALS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Anaemia-10002034,10002034,Anaemia,ANM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Analgesia-10002182,10002182,Analgesia,ANALG,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Anaphylactic reaction-10002198,10002198,Anaphylactic reaction,ANPX,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Anaplastic astrocytoma-10002224,10002224,Anaplastic astrocytoma,KAA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Anemia neonatal-10002300(Do Not Use),10002300,Anemia neonatal,ANMNEO,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Angina pectoris-10002383,10002383,Angina pectoris,CAP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Angina unstable-10002388,10002388,Angina unstable,UA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Angioplasty-10002475,10002475,Angioplasty,AGY,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Angiosarcoma-10002476(Do Not Use),10002476,Angiosarcoma,KANGIOS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Ankylosing spondylitis-10002556,10002556,Ankylosing spondylitis,AS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Anorexia nervosa-10002649(Do Not Use),10002649,Anorexia nervosa,AN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_ARTERIAL THROMBOSIS-10003178(Do Not Use),10003178,ARTERIAL THROMBOSIS,ARTTH,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Arteriosclerosis-10003210,10003210,Arteriosclerosis,ATS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Arthralgia-10003239(Do Not Use),10003239,Arthralgia,ARTHG,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Arthritis-10003246,10003246,Arthritis,ARTT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Ascites-10003445,10003445,Ascites,CAS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Asthma-10003553,10003553,Asthma,AST,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Atrial fibrillation-10003658,10003658,Atrial fibrillation,AF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Attention deficit disorder of childhood with hyperactivity-10003733(Do Not Use),10003733,Attention deficit disorder of childhood with hyperactivity,ADHDPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Attention deficit/hyperactivity disorder-10003736,10003736,Attention deficit/hyperactivity disorder,ADHD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Autism-10003805(Do Not Use),10003805,Autism,AUT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_B-cell lymphoma-10003899(Do Not Use),10003899,B-cell lymphoma,KBCL,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Babesiosis-10003965(Do Not Use),10003965,Babesiosis,BABE,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Basal cell carcinoma-10004146,10004146,Basal cell carcinoma,KBC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Behcet's disease-10004212,10004212,Behcet's disease,BEHD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Benign prostatic hyperplasia-10004446,10004446,Benign prostatic hyperplasia,BPH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Biliary cirrhosis primary-10004661(Do Not Use),10004661,Biliary cirrhosis primary,PBC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bladder cancer-10005003,10005003,Bladder cancer,KBLD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Blood and lymphatic system disorders-10005329(Do Not Use),10005329,Blood and lymphatic system disorders,BLSD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Bone disorder-10005956(Do Not Use),10005956,Bone disorder,BONED,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bone sarcoma-10006007,10006007,Bone sarcoma,KOST,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Breast cancer-10006187,10006187,Breast cancer,KBRT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_BREAST TUMOR MALIGNANT-10006315(Do Not Use),10006315,BREAST TUMOR MALIGNANT,KTRBT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bronchiectasis-10006445,10006445,Bronchiectasis,BE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bronchopulmonary aspergillosis allergic-10006474,10006474,Bronchopulmonary aspergillosis allergic,ABA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Bronchospasm-10006482(Do Not Use),10006482,Bronchospasm,BRONS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cancer-10007050,10007050,Cancer,K,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cardiac arrhythmia-10007518,10007518,Cardiac arrhythmia,ARRY,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cardiac failure acute-10007556,10007556,Cardiac failure acute,AHF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cardiac failure congestive-10007559,10007559,Cardiac failure congestive,CHF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Cardiac hypertrophy-10007572(Do Not Use),10007572,Cardiac hypertrophy,CARH,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cardiomyopathy-10007636,10007636,Cardiomyopathy,CMPT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cardiovascular disorder-10007649,10007649,Cardiovascular disorder,CVD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Carotid artery stenosis-10007687(Do Not Use),10007687,Carotid artery stenosis,CARSTEN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Celiac disease-10007864,10007864,Celiac disease,CS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cerebrovascular accident-10008190,10008190,Cerebrovascular accident,AIS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cervical cancer-10008229,10008229,Cervical cancer,CECA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Cessation of smoking-10008374(Do Not Use),10008374,Cessation of smoking,SMK-WM,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Chagas' disease-10008384(Do Not Use),10008384,Chagas' disease,CHAGD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Charcot-Marie-Tooth disease-10008414(Do Not Use),10008414,Charcot-Marie-Tooth disease,CMT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_CHEMOTHERAPY NEUROTOXICITY ATTENUATION-10008453(Do Not Use),10008453,CHEMOTHERAPY NEUROTOXICITY ATTENUATION,KNP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Chemotherapy single agent systemic-10008456(Do Not Use),10008456,Chemotherapy single agent systemic,KCSA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Surgical wound infection-10053562(Do Not Use),10053562,Surgical wound infection,SWI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neurodegenerative disorder-10053643,10053643,Neurodegenerative disorder,NDGD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Corona virus infection-10053983,10053983,Corona virus infection,COVID19,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Postoperative ileus-10054048(Do Not Use),10054048,Postoperative ileus,POI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Non-proliferative diabetic retinopathy-10054109,10054109,Non-proliferative diabetic retinopathy,NPDR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Anemia of malignant disease-10054311(Do Not Use),10054311,Anemia of malignant disease,ANMMD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Familial hypercholesterolemia-10054380(Do Not Use),10054380,Familial hypercholesterolemia,FHYPC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Ischemia-10054438(Do Not Use),10054438,Ischemia,ISCH,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Thalassemia-10054658,10054658,Thalassemia,THAL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Breast cancer metastatic-10055113(Do Not Use),10055113,Breast cancer metastatic,KMBC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Colon cancer metastatic-10055114(Do Not Use),10055114,Colon cancer metastatic,KMCC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Hypertensive nephropathy-10055171,10055171,Hypertensive nephropathy,HNP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Ischemic cardiomyopathy-10055217(Do Not Use),10055217,Ischemic cardiomyopathy,ICM,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Ischemic stroke-10055221(Do Not Use),10055221,Ischemic stroke,IAIS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Cardiac ischemia-10055224(Do Not Use),10055224,Cardiac ischemia,VIPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Obstructive sleep apnea syndrome-10055577,10055577,Obstructive sleep apnea syndrome,OSAH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cutaneous lupus erythematosus-10056509,10056509,Cutaneous lupus erythematosus,DL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Intra-abdominal infection-10056570,10056570,Intra-abdominal infection,IAI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Peripheral sensorimotor neuropathy-10056673(Do Not Use),10056673,Peripheral sensorimotor neuropathy,PSN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Laurence-Moon-Bardet-Biedl syndrome-10056715,10056715,Laurence-Moon-Bardet-Biedl syndrome,BBS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Mucopolysaccharidosis I-10056886,10056886,Mucopolysaccharidosis I,MPS-I,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Colitis microscopic-10056979,10056979,Colitis microscopic,MC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Nausea post chemotherapy-10056989,10056989,Nausea post chemotherapy,CINV,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic inflammatory demyelinating polyradiculoneuropathy-10057645,10057645,Chronic inflammatory demyelinating polyradiculoneuropathy,CIDP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Anxiety disorder-10057666,10057666,Anxiety disorder,ANX,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bipolar disorder-10057667,10057667,Bipolar disorder,BPD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cognitive disorder-10057668,10057668,Cognitive disorder,CDI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Transplant-10057677,10057677,Transplant,TRSPL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Major depression-10057840,10057840,Major depression,MDD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cancer pain-10058019,10058019,Cancer pain,CP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Staphylococcal infection-10058080(Do Not Use),10058080,Staphylococcal infection,STAPHI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Precocious puberty-10058084,10058084,Precocious puberty,PP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Metabolic disorder-10058097,10058097,Metabolic disorder,METD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cholangiocarcinoma-10008593,10008593,Cholangiocarcinoma,KCCA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dyslipidaemia-10058108,10058108,Dyslipidaemia,DYS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_DYSLIPIDEMIA-10058110(Do Not Use),10058110,DYSLIPIDEMIA,DYS-C,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chondrodystrophy-10008723,10008723,Chondrodystrophy,ACH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lung neoplasm malignant-10058467,10058467,Lung neoplasm malignant,KLUN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic hepatitis B-10008910,10008910,Chronic hepatitis B,CHBV,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Sinusitis fungal-10058678,10058678,Sinusitis fungal,AFRS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic lymphocytic leukaemia-10008958,10008958,Chronic lymphocytic leukaemia,KCLL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Restless legs syndrome-10058920(Do Not Use),10058920,Restless legs syndrome,RLS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic myeloid leukemia-10009015,10009015,Chronic myeloid leukemia,KCML,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Juvenile idiopathic arthritis-10059176,10059176,Juvenile idiopathic arthritis,PJIA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic obstructive pulmonary disease-10009033,10009033,Chronic obstructive pulmonary disease,COPD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Juvenile arthritis-10059177,10059177,Juvenile arthritis,JIA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Chronic renal failure-10009119(Do Not Use),10009119,Chronic renal failure,CRF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Angiopathy-10059245,10059245,Angiopathy,ANGP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Circadian rhythm sleep disorder-10009191(Do Not Use),10009191,Circadian rhythm sleep disorder,CRSD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_COGNITIVE IMPAIRMENT-10009846(Do Not Use),10009846,COGNITIVE IMPAIRMENT,SCHCI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Apoptosis-10059512(Do Not Use),10059512,Apoptosis,APO,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cold type haemolytic anaemia-10009868,10009868,Cold type haemolytic anaemia,CAD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Colitis ulcerative-10009900,10009900,Colitis ulcerative,UC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
