RDM_NAME_NM,RDM_CODE_CD,MEDDRA_TERM,ACRONYM,ISACTIVE,CREATED_BY,CREATE_DATE_TS,UPDATED_BY,LAST_UPDATE_DATE_TS,SOURCE_SYSTEM
Hemophilia A-10060612,10060612,Hemophilia A,HEMOA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Colon cancer-10009944,10009944,Colon cancer,KCC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetic foot-10060734,10060734,Diabetic foot,DFU,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Community acquired pneumonia-10010120,10010120,Community acquired pneumonia,APC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Prostate cancer-10060862,10060862,Prostate cancer,KPRO,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Conjunctivitis allergic-10010744,10010744,Conjunctivitis allergic,ALLCNJ,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bacterial infection-10060945,10060945,Bacterial infection,BCTID,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Convulsion-10010904,10010904,Convulsion,CONV,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Appetite disorder-10060961,10060961,Appetite disorder,APPND,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Corneal graft rejection-10011017,10011017,Corneal graft rejection,CGR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cardiac disorder-10061024,10061024,Cardiac disorder,CARD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Coronary artery bypass-10011077(Do Not Use),10011077,Coronary artery bypass,CAB,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Coronary artery disease-10011078,10011078,Coronary artery disease,SCD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Clostridial infection-10061043,10061043,Clostridial infection,CLDIFINF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Cough-10011224,10011224,Cough,COUGH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Feeding disorder-10061148(Do Not Use),10061148,Feeding disorder,FEED,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Crohn's disease-10011401,10011401,Crohn's disease,CD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Cystic fibrosis-10011762(Do Not Use),10011762,Cystic fibrosis,CF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Embolism-10061169,10061169,Embolism,TE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Death-10011906,10011906,Death,MOR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Gastrointestinal motility disorder-10061173(Do Not Use),10061173,Gastrointestinal motility disorder,GASMD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Delayed puberty-10012205(Do Not Use),10012205,Delayed puberty,DP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Inflammation-10061218,10061218,Inflammation,INFL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dementia-10012267,10012267,Dementia,DMT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dementia Alzheimer's type-10012271,10012271,Dementia Alzheimer's type,DAT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lipid metabolism disorder-10061227(Do Not Use),10061227,Lipid metabolism disorder,LMD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Demyelinating disorders-10012303(Do Not Use),10012303,Demyelinating disorders,DEMYD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Intestinal functional disorder-10061247(Do Not Use),10061247,Intestinal functional disorder,INTD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Dependence-10012335(Do Not Use),10012335,Dependence,DEPEN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Intraocular melanoma-10061252,10061252,Intraocular melanoma,KUMEL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Depression-10012378,10012378,Depression,TDR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_DEPRESSIVE DISORDER-10012399(Do Not Use),10012399,DEPRESSIVE DISORDER,DEP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Nasopharyngeal cancer-10061306,10061306,Nasopharyngeal cancer,KNPC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Dermatitis-10012431(Do Not Use),10012431,Dermatitis,DERM,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Papilloma viral infection-10061331(Do Not Use),10061331,Papilloma viral infection,HPV,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dermatitis atopic-10012438,10012438,Dermatitis atopic,ATD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Temperature regulation disorder-10061376(Do Not Use),10061376,Temperature regulation disorder,TEMPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dermatitis contact-10012442,10012442,Dermatitis contact,CACD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Decreased appetite-10061428,10061428,Decreased appetite,ANXAG,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dermatomyositis-10012503,10012503,Dermatomyositis,DTM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Colorectal cancer-10061451,10061451,Colorectal cancer,KCRC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Developmental delay-10012559(Do Not Use),10012559,Developmental delay,DEVD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetes-10012594,10012594,Diabetes,DIAB,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Erectile dysfunction-10061461,10061461,Erectile dysfunction,ED,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetes mellitus-10012601,10012601,Diabetes mellitus,DIAB MELL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Renal injury-10061481,10061481,Renal injury,KI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetic neuropathy-10012680,10012680,Diabetic neuropathy,DIPN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Parkinson's disease-10061536,10061536,Parkinson's disease,PD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetic retinal oedema-10012688,10012688,Diabetic retinal oedema,DME,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Blood disorder-10061590,10061590,Blood disorder,BDIS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetic retinopathy-10012689,10012689,Diabetic retinopathy,RDIA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Apheresis-10061653,10061653,Apheresis,APH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diarrhea-10012727,10012727,Diarrhea,DIARR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Autoimmune disorder-10061664,10061664,Autoimmune disorder,AIMD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diphtheria-10013023,10013023,Diphtheria,DIPHT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Disorders of urea cycle metabolism-10013373,10013373,Disorders of urea cycle metabolism,UCD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Down's syndrome-10013616(Do Not Use),10013616,Down's syndrome,DS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Drug abuse-10013654(Do Not Use),10013654,Drug abuse,DRUGA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Drug dependence-10013663(Do Not Use),10013663,Drug dependence,DRUGD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dry eye-10013774,10013774,Dry eye,DE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Duchenne muscular dystrophy-10013801,10013801,Duchenne muscular dystrophy,DMD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dyskinesia-10013916,10013916,Dyskinesia,DYK,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dysmenorrhoea-10013935,10013935,Dysmenorrhoea,DYSM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Dysphagia-10013950,10013950,Dysphagia,DYSP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Ear and labyrinth disorders-10013993(Do Not Use),10013993,Ear and labyrinth disorders,EARLD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Ear disorder-10014004,10014004,Ear disorder,EARD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Eczema-10014184,10014184,Eczema,ECZ,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Embolism venous-10014522,10014522,Embolism venous,VTE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Emphysema-10014561,10014561,Emphysema,EMPH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Encephalitis-10014581(Do Not Use),10014581,Encephalitis,ENCE,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Endocrine disorders-10014698(Do Not Use),10014698,Endocrine disorders,ENDOD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Endometrial cancer-10014733,10014733,Endometrial cancer,KEN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Epilepsy-10015037,10015037,Epilepsy,EPY,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Epstein-Barr virus infection-10015108,10015108,Epstein-Barr virus infection,EBV,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Esophageal cancer-10015362(Do Not Use),10015362,Esophageal cancer,KESCA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Extensive burns-10015723(Do Not Use),10015723,Extensive burns,EXBURNS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Eye disorder-10015916,10015916,Eye disorder,EYED,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Fabry's disease-10016016,10016016,Fabry's disease,FD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Factor IX deficiency-10016077(Do Not Use),10016077,Factor IX deficiency,F9D,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Factor VIII deficiency-10016080(Do Not Use),10016080,Factor VIII deficiency,F8D,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Fat atrophy-10016241,10016241,Fat atrophy,ATR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Antifungal treatment-10068723(Do Not Use),10068723,Antifungal treatment,AFT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Myotonic dystrophy-10068871,10068871,Myotonic dystrophy,DM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Frontotemporal dementia-10068968,10068968,Frontotemporal dementia,FTD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acute kidney injury-10069339,10069339,Acute kidney injury,AKI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Langerhans' cell histiocytosis-10069698,10069698,Langerhans' cell histiocytosis,KLCH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
H1N1 influenza-10069767,10069767,H1N1 influenza,H1N1,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Leber's congenital amaurosis-10070667,10070667,Leber's congenital amaurosis,LCA1,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Huntington's disease-10070668,10070668,Huntington's disease,HNTC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Craniocerebral injury-10070976,10070976,Craniocerebral injury,TBI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Angiogenesis biomarker-10071167,10071167,Angiogenesis biomarker,ANGG,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic hyperplastic eosinophilic sinusitis-10071380,10071380,Chronic hyperplastic eosinophilic sinusitis,CHES,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic eosinophilic rhinosinusitis-10071399,10071399,Chronic eosinophilic rhinosinusitis,CERSWP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Articular Cartilage Defect-10072638,10072638,Articular Cartilage Defect,ACDFCT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic spontaneous urticaria-10072757,10072757,Chronic spontaneous urticaria,CSU,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Exposure to radiation-10073306,10073306,Exposure to radiation,IRDT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Vascular cognitive impairment-10074570,10074570,Vascular cognitive impairment,VCI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Immune thrombocytopenic purpura-10074667,10074667,Immune thrombocytopenic purpura,ITP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Autoimmune demyelinating disease-10075688,10075688,Autoimmune demyelinating disease,MOGAD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Heart failure with preserved ejection fraction-10076396,10076396,Heart failure with preserved ejection fraction,HFPEF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Hospital acquired pneumonia-10076918,10076918,Hospital acquired pneumonia,HAP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Immunoglobulin G4 related disease-10077271,10077271,Immunoglobulin G4 related disease,IGG4-RD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Rett syndrome-10077709,10077709,Rett syndrome,RETTS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
C3 glomerulopathy-10077827,10077827,C3 glomerulopathy,C3GN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Glucose transporter type 1 deficiency syndrome-10078727,10078727,Glucose transporter type 1 deficiency syndrome,GLUT1,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chemotherapy induced peripheral neuropathy-10079545,10079545,Chemotherapy induced peripheral neuropathy,KCIPN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Atypical haemolytic uraemic syndrome-10079840,10079840,Atypical haemolytic uraemic syndrome,ATHEMOSYND,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic rhinosinusitis with nasal polyps-10080060,10080060,Chronic rhinosinusitis with nasal polyps,CRSWNP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diffuse intrinsic pontine glioma-10080666,10080666,Diffuse intrinsic pontine glioma,DIPG,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Nervous system disorder prophylaxis-10081388,10081388,Nervous system disorder prophylaxis,NPTN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Complicated skin and soft tissue infection-10081417,10081417,Complicated skin and soft tissue infection,CSSSI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Bronchiolitis obliterans syndrome-10083303,10083303,Bronchiolitis obliterans syndrome,BOS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Alpha-1 antitrypsin deficiency-10083869,10083869,Alpha-1 antitrypsin deficiency,AATD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acid sphingomyelinase deficiency-10083873,10083873,Acid sphingomyelinase deficiency,ASPHD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic rhinosinusitis without nasal polyps-10084742,10084742,Chronic rhinosinusitis without nasal polyps,CRSSNP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic antibody-mediated rejection-10084901,10084901,Chronic antibody-mediated rejection,CAMR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
HER2 positive salivary gland cancer-10085431,10085431,HER2 positive salivary gland cancer,HER2-SGC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lysosomal storage disorder-10086694,10086694,Lysosomal storage disorder,LSD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ANCA-associated vasculitis-10086756,10086756,ANCA-associated vasculitis,ANCAAV,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic pruritus of unknown origin-10086975,10086975,Chronic pruritus of unknown origin,CPUO,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic lung allograft dysfunction-10089357,10089357,Chronic lung allograft dysfunction,CLAD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NULLLEGACY-@COMMON00000000(Do Not Use),@COMMON00000000,NULLLEGACY,@COMMON,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Leukaemic lymphoma-@KLUL10024325(Do Not Use),@KLUL10024325,Leukaemic lymphoma,@KLUL,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Retinitis pigmentosa-ADRP10038914(Do Not Use),ADRP10038914,Retinitis pigmentosa,ADRP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Allergic rhinitis-ALL-D1210001723(Do Not Use),ALL-D1210001723,Allergic rhinitis,ALL-D12,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Rhinitis allergic-ALL-Dry Syrup-PED10039085(Do Not Use),ALL-Dry Syrup-PED10039085,Rhinitis allergic,ALL-Dry Syrup-PED,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Allergic rhinitis-ALL-ODT10001723(Do Not Use),ALL-ODT10001723,Allergic rhinitis,ALL-ODT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_ALLERGIC RHINITIS-ALLPD10001723(Do Not Use),ALLPD10001723,ALLERGIC RHINITIS,ALLPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Adrenoleukodystrophy-AMN10051260(Do Not Use),AMN10051260,Adrenoleukodystrophy,AMN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Appetite disorder-APPD10060961(Do Not Use),APPD10060961,Appetite disorder,APPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_RHEUMATOID ARTHRITIS-AR10039073(Do Not Use),AR10039073,RHEUMATOID ARTHRITIS,AR,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_ASTHMA-ASTC10003553(Do Not Use),ASTC10003553,ASTHMA,ASTC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Dermatitis atopic-ATDAC10012438(Do Not Use),ATDAC10012438,Dermatitis atopic,ATDAC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Dermatitis atopic-ATDMN10012438(Do Not Use),ATDMN10012438,Dermatitis atopic,ATDMN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_BIPOLAR DISORDER-BD10057667(Do Not Use),BD10057667,BIPOLAR DISORDER,BD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_BIPOLAR DISORDER-BDCR10057667(Do Not Use),BDCR10057667,BIPOLAR DISORDER,BDCR,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NULLLEGACY-CAF00000000(Do Not Use),CAF00000000,NULLLEGACY,CAF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NULLLEGACY-CAPES00000000(Do Not Use),CAPES00000000,NULLLEGACY,CAPES,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Adrenoleukodystrophy-CCALD10051260(Do Not Use),CCALD10051260,Adrenoleukodystrophy,CCALD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Cognitive disorder-CIAS10057668(Do Not Use),CIAS10057668,Cognitive disorder,CIAS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NULLLEGACY-CIRR00000000(Do Not Use),CIRR00000000,NULLLEGACY,CIRR,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Peripheral ischaemia -CLI_INDIC10034576(Do Not Use),CLI_INDIC10034576,Peripheral ischaemia ,CLI_INDIC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NULLLEGACY-CMTD00000000(Do Not Use),CMTD00000000,NULLLEGACY,CMTD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Chronic pain -CNP10049475(Do Not Use),CNP10049475,Chronic pain ,CNP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NULLLEGACY-COMMON00000000(Do Not Use),COMMON00000000,NULLLEGACY,COMMON,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
