ICD10_CHAPTER_NUMBER_2019_INTL_CORE_VER,ICD10_CHAPTER_2019_INTL_CORE_VER,ICD10_CODE_2019_INTL_CORE_VER,ICD10_TERM_2019_INTL_CORE_VER,MAPPED_MEDDRA_LLT,MAPPED_MEDDRA_LLT_CODE,MAP_ATTRIBUTE,MEDDRA_PT,MEDDRA_PT_CODE,MEDDRA_VER
XIX,"Injury, poisoning and certain other consequences of external causes",T30.6,"Corrosion of second degree, body region unspecified",Second degree chemical burn of skin,10078945,Equivalent,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.7,"Corrosion of third degree, body region unspecified",Third degree chemical burn of skin,10078946,Equivalent,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31,Burns classified according to extent of body surface involved,Thermal burn,10053615,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.0,Burns involving less than 10% of body surface,Burn involving less than 10 percent of body surface,10056640,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.1,Burns involving 10-19% of body surface,Burn involving 10-19 percent of body surface,10056631,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.2,Burns involving 20-29% of body surface,Burn involving 20-29 percent of body surface,10056632,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.3,Burns involving 30-39% of body surface,Burn involving 30-39 percent of body surface,10056633,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.4,Burns involving 40-49% of body surface,Burn involving 40-49 percent of body surface,10056634,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.5,Burns involving 50-59% of body surface,Burn involving 50-59 percent of body surface,10056635,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.6,Burns involving 60-69% of body surface,Burn involving 60-69 percent of body surface,10056636,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.7,Burns involving 70-79% of body surface,Burn involving 70-79 percent of body surface,10056637,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.8,Burns involving 80-89% of body surface,Burn involving 80-89 percent of body surface,10056638,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T31.9,Burns involving 90% or more of body surface,Burn involving 90 percent or more of body surface,10056639,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32,Corrosions classified according to extent of body surface involved,Corrosive injury,10011127,Equivalent,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.0,Corrosions involving less than 10% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.1,Corrosions involving 10-19% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.2,Corrosions involving 20-29% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.3,Corrosions involving 30-39% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.4,Corrosions involving 40-49% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.5,Corrosions involving 50-59% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.6,Corrosions involving 60-69% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.7,Corrosions involving 70-79% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.8,Corrosions involving 80-89% of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T32.9,Corrosions involving 90% or more of body surface,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33,Superficial frostbite,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.0,Superficial frostbite of head,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.1,Superficial frostbite of neck,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.2,Superficial frostbite of thorax,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.3,"Superficial frostbite of abdominal wall, lower back and pelvis",Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.4,Superficial frostbite of arm,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.5,Superficial frostbite of wrist and hand,Frostbite hand,10017384,Equivalent,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.6,Superficial frostbite of hip and thigh,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.7,Superficial frostbite of knee and lower leg,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.8,Superficial frostbite of ankle and foot,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T33.9,Superficial frostbite of other and unspecified sites,Frostbite,10017382,Equivalent,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34,Frostbite with tissue necrosis,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.0,Frostbite with tissue necrosis of head,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.1,Frostbite with tissue necrosis of neck,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.2,Frostbite with tissue necrosis of thorax,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.3,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.4,Frostbite with tissue necrosis of arm,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.5,Frostbite with tissue necrosis of wrist and hand,Frostbite of hand,10017387,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.6,Frostbite with tissue necrosis of hip and thigh,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.7,Frostbite with tissue necrosis of knee and lower leg,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.8,Frostbite with tissue necrosis of ankle and foot,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T34.9,Frostbite with tissue necrosis of other and unspecified sites,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35,Frostbite involving multiple body regions and unspecified frostbite,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.0,Superficial frostbite involving multiple body regions,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.1,Frostbite with tissue necrosis involving multiple body regions,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.2,Unspecified frostbite of head and neck,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.3,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.4,Unspecified frostbite of upper limb,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.5,Unspecified frostbite of lower limb,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.6,Unspecified frostbite involving multiple body regions,Frostbite,10017382,Loss of Information,Frostbite,10017382,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T35.7,Unspecified frostbite of unspecified site,Frostbite,10017382,Equivalent,Frostbite,10017382,v28.0
